country_tag,country_name,country_orig_desc,country_ai_desc
NBS,New Brunswick,"The colony of New Brunswick is establishing a thriving shipbuilding industry, with colonists arriving from Scotland and Ireland to work with timber. Will New Brunswick lead a united Canada?","New Brunswick has seen a long history of colonization and interference from both Britain and France. But can the province find a way to reconcile its past and move forward in peace, or will it be forever stuck in a cycle of violence?"
NSW,New South Wales,"In its transition from penal colony to Crown Colony, New South Wales has seen its territory reduced as the other provinces gained their own administrations. What does the future hold for Australia?","The British have been in control of New South Wales for centuries, but the Indigenous people of the area are fighting back. Will the First Nations be able to reclaim their autonomy and restore their traditional ways of life, or will they be forever subjugated?"
WAS,Western Australia,"The Swan River colonists impose upon the traditional lands of the aboriginal people, culminating in the Pinjarra massacre only two years ago. How will the colony settle this conflict?","As the west coast of Australia is slowly colonized, the Indigenous population has been struggling to preserve their land and culture from exploitation. Will the Aboriginal people be able to protect their homelands, or will they be swallowed up by the colonial tide?"
SAS,South Australia,"South Australia was granted its own administration only two years ago, separating from New South Wales. What does the future hold for Australia?","South Australia has seen a long history of struggle between Indigenous people and settlers. Will the original inhabitants be able to restore their autonomy and reclaim their land, or will they remain subjugated?"
UNT,United Tribes,"The United Tribes have declared their sovereign independence, though in truth they are at the mercy of the British Empire. Can the British be trusted to respect their treaties with the Maori?","The United Tribes of New Zealand were formed in 1834 to unite the various Indigenous nations of the area in a common effort to protect their rights and autonomy. Will the United Tribes be able to maintain their sovereignty and independence, or will they be swallowed up by the British Empire?"
NNG,Noongar,,"The Noongar people of Western Australia have been fighting for their rights for centuries. Will the Noongar be able to reclaim their ancestral lands and restore their culture, or will they be forever relegated to the fringes of society?"
GML,Gamilaraay,,"The first attempts at colonization of this ancient land had a devastating effect on the Gamilaraay people and their traditional way of life. Will the colonial forces prevail, or will the Gamilaraay rise up and reclaim their ancestral lands?"
TAS,Tasmania,Van Diemen's Land is the primary penal colony in British Australia. What does the future hold for this colony of convicts?,"Along the southern coast of Australia, the island of Tasmania is home to a number of Indigenous peoples. Will the British be successful in assimilating the locals, or will the island remain a place of refuge for those who oppose colonization?"
ZIM,Zimbabwe,,"The rise of the great Shona leader Mzilikazi to power brought with it a period of civil war. With the reestablishment of Zimbabwe, will the peace last, or will the strife of the past resurface?"
BLH,Baluchistan,,"Straddling the borders of Iran, Pakistan and Afghanistan, Baluchistan is an area of great cultural and political complexity. Will it remain divided or will the inhabitants find a way to unite against outside forces?"
MAL,Mali,,"Mali is the birthplace of the legendary African empires of Ghana, Mali and Songhai. Can they, once again, stand up to the forces of colonialism and create a just and prosperous society?"
OCC,Occitania,,"The language and culture of Occitania were once widely spread across southwest Europe, but are now threatened by the encroachment of French imperialism. Can the Occitanian people rally together and protect their culture?"
TUV,Tuva,,"This small republic of nomadic horsemen has been historically ignored by Russia and China. Will Tuva's independence be respected and maintained, or will it become another pawn in the power struggles of the great empires?"
COR,Corsica,,"Corsica has long been a crossroads between the European mainland and North Africa. Will this small island remain independent and prosperous, or will it succumb to the manipulations of its overseers?"
TNS,Tungus,,"Remote and isolated, the Tungus have been able to retain their traditional lifestyle and remain largely untouched by the outside world. Can they keep the encroaching civilizations at bay and remain self-sufficient?"
FER,Kamchatka,,"Kamchatka is the home of the Chukchi people, a predominantly hunter-gatherer culture that has survived the ravages of colonialism. Will they be able to protect their land and traditions from exploitation?"
IUS,Kazan,,"The Tartar city of Kazan was once the capital of the Khanate of Kazan, an independent Islamic state. However, the Russian Empire has expanded into the region and threatens the autonomy of the Tartar people. Will the Tartars prevail, or will their independence be overthrown?"
NCA,Mountain Republic,,"In the Himalayas, the mountain republic of Bhutan has managed to maintain its independence and traditional way of life despite its turbulent neighbours. Will this unique culture and nation survive the test of time?"
DON,Don Cossack Host,,"The Don Cossacks have been a nation of independent, fierce warriors since their inception. Can they continue to defy the might of the Russian Empire and keep their autonomy?"
SYR,Syria,,"In the Ottoman Empire, Syria is a land of cultural and religious diversity. Will the locals be able to protect their traditions and beliefs, or will the forces of external forces triumph?"
EOT,Emirate of Transjordan,,"With both the Ottoman and British Empires vying for control of the Middle East, Transjordan has become a strategic buffer between the two powers. Will this small nation survive, or will it be swallowed up by its larger neighbours?"
LEB,Lebanon,,"Lebanon is a cauldron of religious and political tensions between the Druze, Maronites and Sunnis. Will the nation be able to reconcile its differences and form a lasting peace, or will it descend into chaos?"
GNG,Da Cheng,,"Deep in the heart of China, the city of Da Cheng is a nexus of trade and culture. As the Qing Dynasty enters its twilight years, will Da Cheng become the center of resistance against colonial rule?"
HNA,Hunan,,"Hunan is one of the most populous provinces in China and has a history of resistance against foreign influences. In an era of unrest, could Hunan be the spark of revolution?"
AHU,Anhui,,Close to the eastern coast of China lies the province of Anhui. This area was once home to the Taiping Rebellion and could be ripe for another uprising against oppressive rule.
ZHI,Zhili,,"The province of Zhili has been the site of numerous rebellions against the Qing Dynasty. With a new wave of discontent in the air, will the people of Zhili take the opportunity to break free from their oppressors?"
SHN,Shanxi,,"As the Chinese Revolution sweeps through the country, the province of Shanxi is seen as a potential centre of opposition to the Qing Dynasty. Can the people of Shanxi unite to overthrow their oppressors?"
GUI,Guizhou,,"This province in southern China has long been the home of various minority groups, including the Miao and Yi. Will these peoples be able to protect their traditional way of life from the encroaching forces of modernization?"
SIH,Sichuan,,The remote province of Sichuan is full of natural beauty and has long been a refuge for those seeking peace and a simpler way of life. Will this land of contrast survive the threat of colonization?
SHA,Shandong,,"The port city of Shandong is a crucial link between the seas of East Asia and the rest of the world. Will it be able to remain independent and prosper, or will it succumb to the ambitions of foreign powers?"
XIB,Xibei,,"The northwest region of China has long been a place of nomadic tribes and independent spirit. Will the Xibei region remain untouched by outside influences, or will it become another player in the great power struggles?"
MUI,Muisca,,"Before the arrival of the Spanish conquistadors, the Muisca tribe was well-established in what is now Colombia. Will the Muisca people be able to keep their culture alive and remain independent, or will they succumb to foreign rule?"
ALT,Los Altos,,"In the heart of Guatemala lies the former nation of Los Altos, once a haven for Mayan peoples and cultures. But with the arrival of the Spanish came new structures and oppressions. Will the people of Los Altos be able to keep their culture and traditions alive?"
AFS,Free State,,The Boer Republics in South Africa were some of the last truly independent nations in the region. Can they survive the onslaught of the British Empire and maintain their autonomy?
GNI,Guarani,,The nomadic people of the Guarani were among the first to oppose colonization in South America. Can they use their knowledge of the land and their fighting spirit to secure freedom?
SAH,Sahrawi,,"The Western Sahara has long been a battleground between Morocco and the Sahrawi people. Will the Sahrawi people be able to reclaim their ancestral home, or will they be blocked by their oppressors?"
DEI,Dutch East Indies,,The Dutch East Indies are in a state of revolt. The influence of European imperialism has sparked feelings of resentment and the people of the islands seek to reclaim their independence. Will they be successful?
ARP,Arapaho,,"The Arapaho were a nomadic people living on the plains of the American continent. With the arrival of European settlers, their way of life is under threat. Will the Arapaho be able to maintain their way of life, or will it be forever changed?"
PWN,Pawnee,,"The Pawnee are a powerful tribe located in the American Midwest. They have managed to survive the onslaught of European settlers, but will they be able to withstand the new threat posed by industrialisation?"
BLF,Niitsitapi,,"The Niitsitapi, or Blackfoot, are a powerful nation located in what is now western Canada and the United States. They are determined to resist the onslaught of settlers, but will they be successful?"
TRH,Turkestan,,"The Khanate of Turkestan is a powerful region located between Asia and the Middle East. It is largely autonomous, but the region is now under threat from European empires. Will Turkestan be able to keep its independence?"
UOM,Michigan,,"The American state of Michigan is a relatively new settlement, with its first major town founded only a few years ago. With the expansion of the American frontier, it is an increasingly important region. What does the future hold for Michigan?"
SAK,Siak,,"The Sultanate of Siak is a powerful nation located in the Malay Peninsula. Despite the arrival of Europeans, the Siak remain independent and powerful. Will the Siak be able to maintain their independence?"
PON,Pontianak,,The Sultanate of Pontianak is an ancient kingdom located in western Borneo. It has long been a powerful force in the area and is determined to remain independent. Will the Sultanate be able to withstand the onslaught of European imperialism?
SMB,Sambas,,"The Sultanate of Sambas is a powerful nation located in western Borneo. It has long stood as an independent nation, but with the arrival of outsiders, its future is uncertain. Will the people of Sambas be able to remain free?"
JMB,Jambi,,The Sultanate of Jambi is a powerful nation located in the Malay Peninsula. It is determined to remain independent despite the presence of European empires. Can the Sultanate continue to remain independent in the face of foreign aggression?
YOG,Yogyakarta,,"The Sultanate of Yogyakarta is located in central Java. With the spread of outside influence, its independence is being tested. Will the Sultanate remain a powerful independent nation?"
BTN,Buton,,"The Sultanate of Buton is a powerful nation located in the Banda Sea, off the coast of Sulawesi. It is a fiercely independent nation and determined to remain that way. Will the people of Buton be able to hold off the forces of imperialism?"
SEL,Selangor,,The Sultanate of Selangor is located in the Malay Peninsula. It is an important trading port and is determined to remain independent in the face of foreign powers. Will the Sultanate be able to hold off the forces of imperialism?
PRK,Perak,,The Sultanate of Perak is a powerful nation located in the Malay Peninsula. It is determined to remain independent in the face of overseas powers. Will the Sultanate be able to resist any incursions?
SRK,Surakarta,,The kingdom of Surakarta is a powerful nation located in central Java. It has long been a beacon of stability and power in the region and is determined to remain independent. Will Surakarta be able to resist the forces of imperialism?
SLW,Sulawesi,,The Sultanate of Sulawesi is a powerful nation located on the island of Sulawesi. It is determined to remain independent despite the threat of outside powers. Will the Sultanate be able to remain an independent nation?
TID,Tidore,,"The Sultanate of Tidore is an ancient kingdom located in the Moluccas. It is determined to remain independent, despite the presence of foreign powers. Will the Sultanate be able to remain free?"
STG,Sintang,,"The Sultanate of Sintang is a powerful nation located in the Barito River basin of Borneo. It is determined to remain independent, despite the presence of foreign powers. Will the Sultanate be able to remain free?"
BNJ,Banjar,,The Sultanate of Banjar is a powerful nation located in western Borneo. It is determined to resist the onslaught of European empires. Can the Sultanate maintain its independence?
SUL,Sulu,,"The Sultanate of Sulu is a powerful nation located in the Sulu Sea, off the coast of Mindanao. It is determined to retain its independence, despite the presence of foreign powers. Will the Sultanate be able to remain free?"
THL,Tehuelche,,"The Tehuelche are a nomadic people living on the plains of the Patagonia region. With the arrival of European settlers, their way of life is under threat. Will the Tehuelche be able to maintain their way of life, or will it be forever changed?"
SLK,Selk'nam,,"The Selk'nam is an indigenous nation on the Tierra del Fuego islands. They are determined to preserve their traditional, nomadic way of life, but are they strong enough to fend off the forces of colonization?"
NVS,Nova Scotia,,"Nova Scotia is an important port located at the entrance to the Atlantic Ocean. With the influx of settlers, the region is poised to become an important trading hub. What will the future hold for Nova Scotia?"
SMS,Samos,,The island of Samos is a strategically important area for the empires of Europe. It is now under dispute by both French and British forces. What will the future hold for this island?
CHC,Chechnya,,"The Chechens are a fiercely independent people located in the Northern Caucasus. They are determined to resist the onslaught of Russian imperialists, but can they hold their own?"
CIR,Circassia,,"Circassia is an important region of the Northern Caucasus, home to many independent nations. With the rise of the Russian Empire, their independence is under threat. Will the Circassians be able to maintain their independence?"
MGD,Maguindanao,,"The Maguindanao Sultanate is a powerful force located in the Mindanao region of the Philippines. They are determined to remain independent, despite the constant pressure from Spanish colonialists. Will the Sultanate be able to resist the encroachment of foreign powers?"
ASS,Assyria,,"The ancient nation of Assyria is now in the hands of the British Empire. With the fall of this empire, what does the future hold for the people of Assyria?"
CTF,Council of Three Fires,,"The Council of Three Fires is a powerful alliance of Native American nations located in the Great Lakes region. Despite the pressures of European colonialism, the nations remain strong. Can the Council of Three Fires maintain their independence?"
KLM,Kalmykia,,"Located in the western steppe of the Eurasian continent, the Kalmyk Khanate is determined to remain independent in the face of Russian imperialism. Will the Khanate be able to resist foreign incursions?"
